True_c,pyRho_C
9.182730680008133e-10,3.2653044611383936e-10
3.4576417856699056e-10,9.79803280377965e-23
4.2060935855941327e-10,1.1311590732921767e-10
9.78796267328528e-10,4.585047341707081e-10
9.124693517109604e-10,5.689086396697861e-10
9.349035073742993e-10,4.859089540250971e-10
8.016561245644914e-10,3.012500769887122e-10
7.022960511661031e-10,6.254886720450872e-10
1.7538154273780625e-10,6.4006647713613416e-24
6.620440042481362e-10,3.7157371456998105e-10
2.4999697990668074e-10,1.2539343467964543e-23
7.126328053603612e-10,3.5634675409256197e-10
4.106117503515634e-10,1.8513376585943642e-10
2.762589685165549e-10,1.967925109831785e-10
4.471856940167598e-10,2.374907628007956e-22
6.091788320738875e-10,2.0310769661388134e-10
1.7569267843162155e-10,2.458679487256741e-23
9.412523069529722e-10,3.2140630304641706e-10
2.39830551241103e-10,2.0000101605851914e-25
3.4524851210981427e-10,3.060093166291681e-10
3.6726362807276205e-10,3.7878777366381437e-10
3.7272315746263954e-10,1.8475752662678714e-10
4.95404104208512e-10,1.4819944386200677e-22
8.303437674470301e-10,5.772003559581964e-10
5.371701176818755e-10,2.4863255758308054e-10
3.3897446479176473e-10,1.2515998079870182e-23
4.842488612414014e-09,1.7280634317820143e-09
9.00963778064072e-09,4.735357578243536e-09
6.7204566119106836e-09,4.059542052734858e-09
5.290717078591236e-09,1.8482712325244028e-09
4.852155267019696e-09,2.8847157993900894e-09
3.432208622305368e-09,1.6829316785582589e-09
7.127852896796866e-09,3.513565027797823e-09
8.333885411560356e-09,4.482961543453474e-09
6.859905608362515e-09,2.004414570949105e-09
8.134857944654345e-09,3.97438374930455e-09
5.5982229671573735e-09,2.9720023113029966e-09
2.8888556328625496e-09,8.761682383728098e-10
1.8970409067415792e-09,1.8219882106345436e-10
9.021494022771366e-09,4.175366484513512e-09
9.624102624010792e-09,4.020085456710024e-09
1.24293244635407e-09,1.6343891063972531e-10
2.8345122589891775e-09,8.879416539758424e-10
4.377021200279578e-09,2.8590320769739826e-09
4.767103318682553e-09,3.0086575847403076e-09
3.6813660418256995e-09,7.651108086020921e-10
7.1045629923646575e-09,2.032868898290657e-09
1.1603163549034326e-09,6.263260478796946e-10
6.401977342987888e-09,9.943886544243913e-10
4.5296035026100105e-09,1.8263450147352623e-09
1.3627105405859781e-09,1.3098084781204913e-09
7.404361134054221e-09,3.821430571424972e-09
5.047596596671698e-09,8.127333050412803e-10
1.7342181910453427e-09,1.5379722808570996e-09
1.3510728780274782e-09,7.968893115716246e-10
4.066526798426493e-09,2.877696185536577e-09
6.7688262105044966e-09,3.1893911257727267e-09
2.1663113453542436e-09,1.3236226700234912e-09
2.0736498567901165e-09,4.69542457532079e-10
6.204410175344889e-09,1.0306107843747055e-09
4.2674346575182395e-09,2.350566746574255e-09
1.7145961717149642e-09,1.6466975323258967e-22
6.771763451561731e-09,1.8132418222487123e-09
4.125263553394387e-09,1.135721666406322e-09
6.833157691725501e-09,1.4541193358002515e-09
7.358156199537213e-09,2.508266933100253e-09
1.3603507508051147e-09,7.000220678057815e-10
9.78524049063907e-09,3.949459982117028e-09
2.5669732500266626e-09,3.0797702383461454e-10
9.576669006437031e-09,5.69979828556556e-09
1.4758232089417312e-09,3.2154391650856586e-10
7.60188117178446e-09,3.684929148323955e-09
7.779022478334274e-09,4.289431881867327e-09
1.898346647320578e-09,1.42050565826573e-09
1.4308596787194289e-09,3.388103962910817e-10
3.2969816471374584e-09,1.2874123996682236e-09
5.5336899000549245e-09,1.937044892673189e-09
6.389262039102155e-09,3.803325794638316e-09
2.0077343190806e-09,3.73761574221662e-10
4.987345398866959e-09,2.370373553896252e-09
7.212116746804851e-09,1.582276520026124e-09
5.53047162581896e-09,1.6745044219789535e-09
4.217863480794389e-09,2.749408631467857e-09
6.150840499325528e-09,2.0744518776295395e-09
4.322214966031305e-09,1.9830533521112647e-09
7.937401407104645e-09,3.117784299112584e-09
5.892988718724561e-09,2.139291113926566e-09
5.6318132757055015e-09,1.8369615323058708e-09
6.517576772316693e-09,3.3891560652917624e-09
2.15868112365214e-09,8.796795478041656e-10
5.9598873414038354e-09,2.862596525248466e-09
1.3773007699387035e-09,4.348295974811079e-10
5.608564138997577e-09,2.886007115743797e-09
6.591188654075737e-09,3.517588299912109e-09
8.154106034510652e-09,5.320760122448913e-09
9.010676260609366e-09,3.4952749573824455e-09
4.018978239239158e-09,1.9805915759187195e-09
8.614717076767662e-09,2.055585249385185e-09
6.937824251227391e-09,3.4345385579352387e-09
4.4338578519793385e-09,1.9738123629374888e-09
8.515232896147458e-09,3.827525860571368e-09
5.172701415558935e-09,1.1295172544565296e-09
6.732591833796409e-09,5.065687999793776e-09
6.5981929265870135e-09,2.493579220091133e-09
2.543103926249065e-09,1.2708494857110321e-09
5.289728786945429e-09,1.9880636904809927e-09
3.4092269556608813e-09,1.8519855208102888e-09
9.148734751443338e-09,3.1944610575582326e-09
6.457237364925434e-09,2.2492916838155474e-09
7.032370374279051e-09,3.4524899417180993e-09
5.2296171561713355e-09,3.2502657594832072e-09
7.287760444181499e-09,1.8426694720964919e-09
1.196080401463746e-09,6.035023125082971e-10
7.331474170981614e-09,2.421423324240792e-09
4.401819417910623e-09,2.593351266004114e-09
6.122419116029403e-09,1.4303472794327692e-09
3.4399307677227003e-09,8.86916319953179e-10
1.3367486316012218e-09,2.9192788083923e-10
3.4168170200249512e-09,1.461988625693665e-09
1.2707840825527493e-09,4.528985273113045e-10
3.688317895370763e-09,1.32890107861597e-09
6.876609443256286e-09,2.0445155019105636e-09
5.2201484380985865e-09,3.3914204678514688e-09
8.709875778529465e-09,2.6285215060259355e-09
5.3767628454543344e-09,2.1092549905410378e-09
7.65964486695862e-09,2.0893281263102554e-09
9.800824457158035e-09,3.174659802270839e-09
6.088342435836751e-09,2.8105750241627395e-09
2.288783323541094e-09,7.497660659551081e-10
9.789214339771964e-09,5.381175872708299e-09
7.324622395838963e-09,4.1336500805427716e-09
8.892663748444985e-09,5.5805912408139434e-09
9.163389170710435e-09,3.368623731679282e-09
1.79877363581386e-09,9.46224348124613e-10
3.956090908501868e-09,1.4163665429298386e-09
6.806711819724446e-09,2.7842229269662975e-09
6.563952134616035e-09,2.431125994179499e-09
4.0406865851989295e-09,1.064395393150906e-09
5.414590924584621e-09,5.290985697956763e-10
5.339111762434389e-09,1.3774115882951447e-09
7.474002925138625e-09,5.012540767843571e-09
9.635939930389272e-09,5.297211478095881e-09
2.409152110537223e-09,1.3658860161487105e-09
3.6616599171352167e-09,1.6237552274568475e-09
6.523701819744861e-09,3.4924413661887737e-09
2.0211123402224487e-09,8.345505648834767e-10
8.91645251550215e-09,1.794043628738483e-09
1.2199093355554065e-09,3.951790234066217e-10
1.0399673809532816e-09,6.807345022884056e-10
9.00811009848473e-09,1.988271865706378e-09
4.1923272479677575e-09,2.617800100220666e-09
5.459553772762779e-09,4.915410659888071e-09
3.3354860128274827e-09,2.045768566954659e-09
5.914594863154749e-09,2.789406781597568e-09
1.6648372343204116e-09,1.392032816505856e-09
9.29174386290859e-09,4.212510794872098e-09
2.9997378987248915e-09,1.3676743466824356e-09
3.4725033505697864e-09,1.5175650060536198e-09
7.505321184692085e-09,1.6181222996098403e-09
1.893054654186988e-09,7.519504861208163e-10
1.067322128650846e-09,1.3055554311100593e-22
9.669114855005e-09,3.5773951377570687e-09
9.4654821139685e-09,3.6492749046472778e-09
8.238453180953149e-09,3.108802917479408e-09
9.862743326939472e-09,3.625336139688905e-09
2.7939723489042954e-09,6.081809488077673e-10
3.1215096336095657e-09,1.5461931312950765e-09
5.1607611249578405e-09,1.1666103231388832e-09
6.393283881801466e-09,1.7346091968009932e-09
6.6052432815625355e-09,1.5472351404532009e-09
1.9487362430695715e-09,7.221957036091164e-10
2.414919431947383e-09,1.4757125556762429e-09
8.090454613149766e-09,3.188343366924942e-09
4.7593208282884176e-09,1.3924824266638617e-09
9.944040698804912e-09,2.5740079532883313e-09
3.5071070834565373e-09,3.076926301222682e-09
4.181373783837318e-09,1.2327896981480435e-09
9.309008486213689e-09,4.561321076331487e-09
4.6049931558640455e-09,1.6489823927302603e-09
1.4358999156290828e-09,6.846970329272922e-10
7.481405846833371e-09,2.7259088697438957e-09
6.801313935859072e-09,3.698730247616733e-09
1.918986218582863e-09,1.4284278963244459e-09
7.230987718396732e-09,3.744437645224452e-09
9.673790489548898e-09,5.449583330761369e-09
2.9688170083281772e-09,1.3596196026373003e-09
8.149857375447605e-09,3.1599736864328774e-09
3.798863565470072e-09,1.0111231646683962e-09
5.884963337708669e-09,3.761567036383314e-09
4.0994400067140915e-09,2.987058388348153e-09
6.437030405638425e-09,3.871466252269903e-09
4.493168681769553e-09,1.934388898098145e-09
2.8775325464408355e-09,1.0227562400358942e-09
9.88736245587585e-09,3.752923412977511e-09
8.228647030883096e-09,3.7098177999823253e-09
9.16748585752285e-09,7.359690063013568e-09
8.129506183771211e-09,3.4364248019778495e-09
6.586238218492292e-09,3.2770348979494736e-09
1.2616615261830155e-09,7.169749448381357e-10
9.848064316235409e-09,4.1788583593206125e-09
9.46385332565599e-09,8.69746343744335e-09
3.331658145557404e-09,1.0896218565573512e-09
7.0849181471722465e-09,3.3281495582668755e-09
4.35738274808291e-09,1.9654578415623935e-09
9.819619203467077e-09,2.734735166785325e-09
1.2974326728516672e-09,1.8523611678003574e-10
4.24167661119794e-09,1.6863440122601987e-09
6.223602739430974e-09,5.10202381132234e-09
1.1294390570437106e-09,3.2658277781573023e-10
7.982696035512808e-09,7.1925703933246366e-09
6.3416203064542665e-09,5.098998732314757e-09
1.231816336043267e-09,2.5109843237983556e-10
3.374145814301187e-09,2.2555531393592338e-10
4.906884836776992e-09,5.397937067176424e-09
2.8921679038851243e-09,1.2463929741219711e-09
6.661237760389483e-09,2.5486363799945447e-09
3.593461841890233e-09,6.030151558332927e-10
5.790663149868672e-09,1.2461043950285562e-09
7.403192111783176e-09,3.5380329423350977e-09
4.111927608332019e-09,2.3696621184870993e-09
3.3301527590089777e-09,9.640050708400102e-10
7.374708123748134e-09,2.5525894369814605e-09
3.990007551529507e-09,1.5140033982681071e-09
3.988434908046853e-09,1.0785609037204306e-09
9.33303788108331e-09,3.1999984994035234e-09
3.5708091237525878e-09,2.0378968198119108e-09
3.908409245960659e-09,3.074087427606332e-09
6.546914700833826e-09,2.5806321948063628e-09
3.247118695452654e-09,1.7900232553849055e-09
6.8943991945826075e-09,3.1695807209090124e-09
7.392233876968556e-09,4.097166419821056e-09
3.185315058705704e-09,1.961058951744276e-09
6.447575745477292e-09,2.8568346080443176e-09
5.2522744715990195e-09,1.6411355342335608e-09
1.3603744553814515e-09,8.756569493523401e-10
2.6068945829680225e-09,1.2143271776322846e-09
8.050653206412636e-09,4.776115011168367e-09
4.22071368743048e-09,1.975308258566e-09
7.736587170700463e-09,2.2777180761219266e-09
4.5669980079784124e-09,1.813912556119398e-09
7.586723654624883e-09,4.0609268846805206e-09
9.985267582146966e-09,2.4645726887513184e-09
9.27356595211407e-09,7.445500793166165e-09
3.5727693420266316e-09,1.819012352216535e-09
2.939726502005353e-09,5.167293111973911e-10
7.819780441998419e-09,1.8667323771440432e-09
7.665231863305857e-09,4.189356722403768e-09
1.9411923967285527e-09,1.2827061212112289e-09
1.1385764940786883e-09,5.812264112332811e-10
8.732199903014664e-09,2.4917093961376717e-09
1.2133641238349005e-09,2.8417151146525907e-10
2.3388464947688728e-09,7.494563698932953e-10
1.2242418924986221e-09,4.017682391764745e-10
5.957776209309036e-09,1.7594806713640937e-09
3.109575205386595e-09,1.2614302699443597e-09
8.925129112567746e-09,3.547141857699097e-09
9.140977322208648e-09,3.2395218717534763e-09
7.64815462600551e-09,3.883512321027244e-09
2.940624364550159e-09,1.6246977941509154e-09
5.082182529907152e-09,2.0820354418076146e-09
8.546674850629463e-09,4.191613801795714e-09
1.390802282889076e-09,5.700446971797665e-10
9.521307917190306e-09,2.177860740544762e-09
1.2317610864913314e-09,4.434597294709309e-10
9.487887451876411e-09,4.271219841226274e-09
7.948561042621348e-09,4.208150332749836e-09
4.039830276984188e-09,9.583148362207123e-10
1.8732517795814375e-09,2.5617959371234577e-10
2.6211939814522753e-09,1.5669133875687548e-09
4.528745749889409e-09,2.4271876258053305e-09
5.992888426193908e-09,2.83955354973496e-09
3.489043066794172e-09,1.877293645183687e-09
4.941008870005607e-09,3.010532579480291e-09
8.852901871947283e-09,4.137930664156094e-09
5.99624845876488e-09,4.130517233471681e-09
3.931363819334085e-09,1.5287041831174102e-09
1.9065838868418224e-09,3.1923379462894104e-10
5.68790586520639e-09,2.227672169934502e-09
1.370464704941857e-09,6.934796855913765e-10
3.0961231418593587e-09,1.2039532434778173e-09
6.881316615374613e-09,2.873558432079586e-09
2.5327411928071154e-09,6.761318767998968e-10
5.781185969051761e-09,1.7789618073929583e-09
6.537501848150063e-09,2.9899296809087485e-09
4.91010888384972e-09,3.0622468132560272e-09
4.961071246914048e-09,2.9574867366510007e-09
8.935639023559185e-09,4.153206984030496e-09
2.638000824809422e-09,2.330227399554988e-09
2.497233573726502e-09,7.121959607083675e-10
2.0235067657751676e-09,9.975082545615496e-10
6.766231281294494e-09,2.5617622751350397e-09
6.6391302552381155e-09,4.530586615001488e-09
9.877531732307771e-09,2.641884938752391e-09
4.672574791258323e-09,1.724581924204948e-09
2.660806198846565e-09,5.321992100254492e-10
1.954514214777039e-09,8.898103539995568e-10
1.4962451030931556e-09,9.517643135833898e-10
6.4373549264168655e-09,1.8557625687764436e-09
7.688463217025292e-09,1.298058320337648e-09
3.5546920422825047e-09,3.524232019003025e-09
4.881529810818448e-09,3.82700675582145e-09
8.60608424801531e-09,2.0830896149471156e-09
8.677714745855288e-09,6.2331818597041e-09
5.36559649301554e-09,1.965283362858511e-09
8.150598630641818e-09,4.4782917674593715e-09
2.018144810688527e-09,2.8710895846143654e-10
9.76779011543189e-09,5.0352376562788846e-09
7.3468143049472365e-09,2.2810166760748482e-09
8.119392039896207e-09,2.5745467697310574e-09
3.3595916487759436e-09,1.4136299788582243e-09
8.91241789394551e-09,4.828592777616131e-09
7.277211376675717e-09,2.6714858981275147e-09
5.528831462454149e-09,8.841739458112093e-10
7.066614680585789e-09,2.640612750134666e-09
9.981790344831871e-09,3.2614591805482087e-09
9.324519657211115e-09,2.568216387264965e-09
9.408663449552088e-09,6.62617830964375e-09
9.910504378341446e-09,3.1746116518302754e-09
2.4873418627647584e-09,1.0905110808495532e-09
2.151081465133773e-09,1.1219099915754665e-09
1.5149254373984365e-09,5.875413756329315e-10
8.729006683043466e-09,2.451842392899742e-09
7.79880829116202e-09,2.3286424632100495e-09
8.106998260641013e-09,4.803244209736641e-09
1.8760155553138047e-09,3.4780398170095566e-10
9.424176129857791e-09,3.351613939349427e-09
4.014323927603517e-09,1.4763761023740167e-09
9.678049094333414e-09,6.9686430447732895e-09
8.974022870959196e-09,4.783548706246474e-09
9.125227935438466e-09,4.056791414194371e-09
9.763144246675048e-09,6.087757979148638e-09
9.487786890405144e-09,5.660373361023887e-09
7.122178428421022e-09,2.1542051039959187e-09
8.804433773372735e-09,3.4602075017417078e-09
8.751127514682197e-09,4.456194389320651e-09
2.9471174327204692e-09,1.5854161378980063e-09
9.009069284290969e-09,4.532571250801205e-09
8.753913611143626e-09,3.3617751277526603e-09
6.052614929926832e-09,1.7651680019653303e-09
9.456032209181648e-09,2.840095769025238e-09
3.93050149722138e-09,1.6754382387464169e-09
6.361564787669007e-09,1.5443970188062691e-09
1.6304265377261488e-09,1.043024911588594e-09
5.1517659069116245e-09,1.9582197471885283e-09
3.939012497030113e-09,2.2265475275633206e-09
6.433073372829387e-09,2.8688063922482405e-09
5.3717849294410704e-09,3.1311502709394965e-09
9.12680668298864e-09,3.896960292726614e-09
1.4838521518937314e-09,8.087332963576329e-10
3.990196905740098e-09,2.207725074520945e-09
6.900041117623003e-09,3.359451128400398e-09
1.1228605922637157e-09,3.2367701256792424e-10
4.543835947824822e-09,1.7856365946163897e-09
2.640254075588719e-09,4.371600013984417e-10
6.4835643642292565e-09,8.88299369594322e-10
4.109881326055447e-09,1.171234038195467e-09
1.6329946773949075e-09,4.795000312107368e-10
7.914654400143836e-09,2.323634976871106e-09
4.290065926309343e-09,1.2554895750144803e-09
2.3773921948299525e-09,1.1176312124151604e-09
6.267476748271894e-09,2.6212301687265453e-09
5.974299669541183e-09,2.0492671366631468e-09
2.4736285848575815e-09,1.013685761424789e-09
2.124294375967135e-09,1.0884357359481568e-09
3.281014534321983e-09,2.4275636061540146e-09
1.385334283663878e-09,4.386382938899102e-10
7.77036363520972e-09,3.193190189631465e-09
7.41723661258032e-09,2.7434797873720073e-09
8.488138742758014e-09,4.398018336074975e-09
4.023592375009144e-09,3.502324244976511e-10
5.788347877379952e-09,2.245207891453393e-09
8.909463234828843e-09,2.3989418737265866e-09
9.141388283362907e-09,5.651638110465513e-09
8.953651052166072e-09,2.3319903898574542e-09
7.180589058684754e-09,2.2670558288961445e-09
6.735527003143126e-09,2.5591763132395252e-09
1.00881668262772e-09,4.0112220943159506e-10
3.3125605428437943e-09,9.715332062147246e-10
9.527654322782859e-09,4.796730722235829e-09
3.241500387871521e-09,2.1687229035328777e-09
8.472111243850034e-09,3.82409971914883e-09
8.890297407060608e-09,4.5777100683759e-09
1.0631618629896957e-09,2.5419242842814434e-24
2.993447598234422e-09,1.0406068684192735e-09
6.866356970577983e-09,3.524725779480139e-09
7.7740704837539e-09,2.2172940221167163e-09
7.190108519748838e-09,3.711557246460368e-09
5.870929076209155e-09,3.5995381879986123e-09
9.219453696568352e-09,5.358385807143728e-09
7.4359296479936415e-09,3.1560563666727046e-09
9.949759472431616e-09,4.282651411658292e-09
1.0415561671031188e-09,1.6497153290321355e-09
5.161017605922777e-09,2.867543184186939e-09
6.257368129073173e-09,3.3153894313562563e-09
6.635835380765109e-09,2.4128399078218336e-09
2.553312162095197e-09,7.800746096656841e-10
3.194458766895098e-09,1.7942574687969114e-09
1.9399197720178493e-09,1.5857738767688347e-09
8.919345820535213e-09,5.3529635211371885e-09
9.35904438267705e-09,2.1895188715182307e-09
5.367434039763907e-09,2.489251089589667e-09
9.342483001669525e-09,3.2942129590015007e-09
7.356744133495291e-09,3.605769876387417e-09
5.0086603999135e-09,3.197894752547043e-09
1.7441638008991576e-09,5.800469180750936e-10
7.821747853207395e-09,4.056786017222682e-09
7.722140318775464e-09,4.52538244101376e-09
7.87706079096083e-09,4.40742777844934e-09
8.142573912133708e-09,4.535133137625813e-09
4.077341559199061e-09,2.202642430435512e-09
2.377954123424708e-09,1.3063297646660576e-23
5.357615741966059e-09,2.832333297813047e-09
9.508143016573832e-09,7.223063924827752e-09
1.957256895965357e-09,1.37589374859024e-10
8.930726967583228e-09,3.968267640223048e-09
5.595754487782415e-09,2.111930417316255e-09
6.8871262066033105e-09,2.7879833799762445e-09
1.1270090940378105e-09,7.20459141547819e-10
3.1149185813224965e-09,1.695874559519683e-09
4.96584110467135e-09,1.3917864173793934e-09
9.186649320321365e-09,4.669248371701749e-09
2.9131504796403465e-09,1.7316023876924107e-09
5.079439452106203e-09,1.7161530061595184e-09
2.052033629327776e-09,6.512152830471856e-10
3.1821887758366363e-09,6.283769692524923e-10
2.6444931804338173e-09,7.243757202662645e-10
8.317803465319861e-09,4.043906012712657e-09
4.2089646029421906e-09,2.044569922400034e-09
8.704281049702375e-09,4.43805044350223e-09
1.5785133076004185e-09,4.547454395017975e-10
3.358981830540159e-09,1.5581608446455552e-09
2.181469303058119e-09,1.0047723048124842e-09
7.634920666443382e-09,2.2587934463782746e-09
9.603402981573188e-09,1.8069104900472227e-09
1.47320622471998e-09,5.022605047496494e-10
5.256560909743665e-09,2.581973260742291e-09
9.215246622405526e-09,3.268390886678775e-09
3.197314989986206e-09,9.925557682710611e-10
6.72673989316257e-09,2.7497658668203025e-09
6.427487789263051e-09,1.7830603052423811e-09
4.102568041064733e-09,1.5552125981874006e-09
5.30028211254595e-09,1.1508817278209742e-09
4.188020707523556e-09,1.8365111574924213e-09
7.788894678828235e-09,5.09100125982939e-09
3.3312507488916746e-09,1.9948910983725257e-09
5.390669654291662e-09,1.9258500746580468e-09
3.693423082520123e-09,2.2831085878150724e-09
4.98088738025302e-09,8.58106619842946e-10
2.188029052365931e-09,8.616819952881853e-10
1.6488452334923965e-09,5.390815005226403e-10
8.051921491280805e-09,3.243064641333211e-09
5.459121734404203e-09,3.3858292038432993e-09
5.715026346862914e-09,2.6773691746459853e-09
6.774635843120474e-09,2.86380016600869e-09
1.7546589959041655e-09,4.6457627020890213e-10
9.397906377602799e-09,2.361270498466699e-09
3.520820830979046e-09,1.8544235786674231e-09
5.670711760457892e-09,2.7355593902862855e-09
5.354395008896888e-09,1.7578517925714868e-09
3.0338360421859746e-09,5.235601068922739e-10
5.1420698498665896e-09,1.5984676007657106e-09
5.562430009941223e-09,2.732243739677347e-09
8.96883709279622e-09,5.156678167561857e-09
3.1829962018796975e-09,1.4234894151842394e-09
2.566332003597939e-09,1.1405769932614584e-09
4.511812922652948e-09,2.2095406631514997e-09
7.602310951523926e-09,5.280456641368843e-09
3.4911933159800045e-09,1.9212322487726735e-09
7.188792293587198e-09,3.5842392604425053e-09
2.8155318915334233e-09,8.518425109378196e-10
2.583198746738549e-09,1.2254890451723967e-09
7.639875484125265e-09,4.001771933991921e-09
5.522964282629787e-09,3.3718045221627615e-09
6.832668867214077e-09,3.4692120069919965e-09
1.2718848491258254e-09,4.1059326487698024e-10
6.323803068720556e-09,3.387916052471752e-09
3.2583623751077223e-09,1.3422319822849226e-09
1.142439535653132e-09,1.7340002430485553e-10
1.95396459282992e-09,1.08587896766602e-09
7.122167382280434e-09,2.8728158550800895e-09
8.671306695503212e-09,5.165098200192515e-09
4.538955489119025e-09,2.6580104565665623e-09
3.1665299669891526e-09,1.9743368895213106e-09
7.686491489026804e-09,3.562522599007552e-09
3.249097967201036e-09,8.738393579077637e-10
7.764242054796525e-09,2.103557601465751e-09
3.9734887948575246e-09,1.877938975120983e-09
7.966389521792067e-09,4.5461365987926856e-09
4.84290287081657e-09,1.5212394109466646e-09
4.346176396189977e-09,1.5326422219171927e-09
5.883793468748075e-09,2.4055852578477664e-09
4.721696828484642e-09,2.9888470972630004e-09
9.208153538701656e-09,3.5180301693357668e-09
1.2817125861162093e-09,1.115949530652096e-09
4.140100552169026e-09,1.9209335037773312e-09
8.715778525977183e-09,5.173294296503347e-09
1.4574080076328048e-09,3.681706738823796e-10
4.401602890417183e-09,2.2620779572906577e-09
9.188237324600016e-09,3.330544718452281e-09
2.2347540364903415e-09,5.69718820772988e-10
5.132359354195506e-09,1.9258507909087434e-09
6.281731973471627e-09,3.888529123185412e-09
3.7114826642547093e-09,1.3748459875433914e-09
3.3157897637691423e-09,3.7534013287154047e-10
8.666272878079961e-09,2.9440667078208967e-09
8.573918661413283e-09,2.515730578893415e-09
4.011532695192099e-09,1.6564602613472986e-09
6.010101859570365e-09,2.6177985528180664e-09
2.293675660011915e-09,8.510653662129686e-10
4.367670423644879e-09,2.862592316169383e-09
5.864480836054412e-09,3.603601817217496e-09
3.072346180634455e-09,1.0612930843076885e-09
4.578329708732692e-09,1.836543258341558e-09
1.18229599747724e-09,8.721560981094247e-10
2.9027739147367234e-09,2.6774755880077906e-09
6.755152383638347e-09,3.7209356714491147e-09
1.5228747839009944e-09,5.917196533687714e-10
2.1159831400906295e-09,8.131229469327388e-10
5.606853515113043e-09,2.689208279887448e-09
9.23078295003264e-09,3.739322600886911e-09
8.505298345516348e-09,3.86735567396139e-09
4.277291772628448e-09,2.855504449093285e-09
5.604014747132754e-09,1.5211933511009948e-09
2.3977171564850044e-09,1.1550017504515763e-09
1.3966205747107534e-09,4.760785816183405e-10
1.3470584563164926e-09,4.29553016503016e-10
2.956704851122609e-09,5.841179014276015e-10
6.583560461036885e-09,2.3346981104530024e-09
3.751882788542359e-09,2.3595019508589143e-09
1.4072876946536396e-09,7.062162844377732e-10
4.999350669081233e-09,2.0335617734537268e-09
9.376179130914065e-09,6.511778750904942e-09
9.848524499502123e-09,5.423477892509045e-09
4.233330403794706e-09,2.7042746388248834e-09
9.369542888480496e-09,4.538437698519092e-09
3.451104137701759e-09,1.4922390007834251e-09
9.109713446330533e-09,3.165801750308669e-09
8.094767602004493e-09,2.8756280359853106e-09
2.5537261141009723e-09,8.431690074457535e-10
9.788583101048273e-09,4.1004161673587415e-09
2.4517964554841167e-09,1.3901896067260206e-09
7.6819254939375e-09,2.146929762052499e-09
5.64943277485641e-09,2.6246858740209874e-09
1.8366995178066764e-09,4.897168067523125e-10
9.988852384823231e-09,9.030576968311985e-09
9.775630630842889e-09,4.065033448232879e-09
3.730800224088331e-09,1.081864720547681e-09
1.1653906383266519e-09,3.02801293932024e-10
7.134886379643161e-09,2.6327325706337646e-09
1.6236265048962105e-09,1.0750719866753476e-09
1.1085683085569803e-09,1.2623989841731855e-23
5.548695791480026e-09,3.0473210799877855e-09
7.595053619706554e-09,2.547774801660247e-09
1.011056353343318e-09,1.9552249424877857e-10
6.114691938352898e-09,1.917540994900718e-09
1.0104080552374184e-09,8.357690748065023e-10
5.547728879754819e-09,3.2538016833697333e-09
4.638834880158709e-09,7.292162124024503e-10
5.1268088331524605e-09,3.826530877016483e-09
7.483781548913215e-09,3.995799714175843e-09
2.1928296277232093e-09,1.14187915193759e-09
9.454483965844383e-09,4.121290084765226e-09
9.180051984815676e-09,3.6001149217054358e-09
3.502419854308717e-09,1.5835314924476715e-09
1.8428509046067797e-09,8.467372207134663e-10
8.183909446448041e-09,3.3277764548424315e-09
1.8355816915641721e-09,7.754039917616695e-10
7.257619661367925e-09,3.4739457900271928e-09
3.2989093026212885e-09,1.0718105254713372e-09
3.7413090176650775e-09,2.0600830133134686e-09
4.108100235952071e-09,2.1516056512634436e-09
6.691298356357396e-09,1.835421563555074e-09
7.59025088360087e-09,1.7361139566456314e-09
1.6823694087527168e-09,5.031741771769338e-10
8.294632857268307e-09,6.938009438711705e-09
1.2933019542407063e-09,5.406739661554498e-10
1.4493135848924998e-09,3.5759077270036654e-10
2.254666968648957e-09,5.560184487209426e-10
8.728192480964315e-09,2.8661619699899872e-09
4.945016092994758e-09,2.7309960496251393e-09
6.434496437788735e-09,1.3495289551131777e-09
1.3771929925274838e-09,4.228329686543435e-10
4.050513365791236e-09,7.249002188859389e-10
9.130366945935565e-09,4.763172189324569e-09
4.474560349940361e-09,1.5519559937282745e-09
8.165547696962318e-09,2.751571122533733e-09
6.231774915331458e-09,2.3880625009481493e-09
5.9402609449573385e-09,1.891639373334539e-09
4.543055682362111e-09,2.0521240036891815e-09
7.294992635903105e-09,2.4767869828150125e-09
9.080834360450196e-09,2.470662983464591e-09
2.0177126954612088e-09,4.886390328140461e-10
7.865455803883574e-09,2.383787910158237e-09
2.4660098980248203e-09,4.879236775311773e-10
9.789833177195003e-09,4.862069616042942e-09
9.477590629009748e-09,5.016122966140776e-09
8.97405543908091e-09,2.911200143721232e-09
6.532786693938561e-09,2.2850582744578057e-09
9.491033825559963e-09,3.977563125993695e-09
9.015780609955081e-09,4.1298417720224956e-09
4.714548775569163e-09,2.0703973191716e-09
3.1990631275148277e-09,1.474924220283207e-09
4.293985535402889e-09,2.1982864967207756e-09
7.017379033513787e-09,2.3866386231244163e-09
2.961925313880652e-09,6.121826489207924e-10
3.7773487602814315e-09,8.025670175288794e-10
1.037917040999627e-09,7.770015016722748e-10
2.583006397521834e-09,6.479848433416413e-10
1.9410370979552716e-09,1.250390910115784e-09
7.624533796434209e-09,1.8823480688465406e-09
6.100791875380746e-09,4.5724807654576165e-09
9.70081644340593e-09,2.074691202127744e-09
4.261368049942939e-09,5.747106516626819e-09
9.520733976059564e-09,4.690437268050178e-09
